borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
SI,6240,130,503,170.05,2025,31,51,10312,E167,123,800,5,4E,4941 AMBOY ROAD,R3X,,,,,,SRD,,,,false,V0,11,0,,MVL DEVELOPMENT LLC,5029,0,,,,,,,,,7,0,,0,0,50,95,0,0,,0,true,5,5,19440,19440,0,0,0,0,,,0,0.75,0,1,5,5062400130,,17005,935495,135088,40.5373268,-74.1754047,33d,,5,5,,5062400126,08/19/2022,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052022
SI,6240,128,503,170.05,2025,31,51,10312,E167,123,800,5,4E,10 FORNES PLACE,R3X,,,,,,SRD,,,,false,V0,11,0,,MVL DEVELOPMENT LLC,7078,0,,,,,,,,,7,0,,0,0,68,86,0,0,,0,true,3,5,26220,26220,0,0,0,0,,,0,0.75,0,1,5,5062400128,,17005,935552,135124,40.5374259,-74.1751999,33d,,5,5,,5062400126,08/19/2022,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052022
BX,5625,140,210,516,4009,11,13,10464,E070,45,720,2,1C,58 MARINE STREET,R3A,,,,,,CD,,,,false,V0,11,0,,WILLIAM MCGEE,1126,0,,,,,,,,,7,0,,0,0,12.51,90,0,0,,0,false,5,5,2340,2340,0,0,0,0,,,0,0.75,0,1,2,2056250140,,516,1043459,245403,40.8400512,-73.7860158,4d,,218 067,21810,,,,1,25v2.1,10,24,1,1,,,,,,,,,,,,2051601,20516014008
SI,6229,27,503,170.05,1002,31,51,10312,E167,123,800,5,7C,149 EDGEGROVE AVENUE,R3A,,,,,,SRD,,,,false,V0,11,0,,GOLDJOY PROPERTY LLC,8000,0,,,,,,,,,7,0,,0,0,40,200,0,0,,0,false,5,5,12900,12900,0,0,0,0,,,0,0.75,0,1,5,5062290027,,17005,934224,137921,40.5450957,-74.1799983,33a,,504 421,52602,,5062290027,01/23/2024,1,25v2.1,3,51,1,1,,,,,,,,,,,,5017005,50170051001
BX,5626,179,210,516,4006,11,13,10464,E070,45,720,2,1C,REYNOLDS AVENUE,R3A,,,,,,CD,,,,false,V0,11,0,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,1560,0,,,,,,,,,7,0,,0,0,19,97.5,0,0,,0,true,5,5,3078,3078,3078,0,0,0,,,0,0.75,0,1,2,2056260179,,516,1042994,245890,40.841391,-73.7876921,4d,,218 070,21810,,,,1,25v2.1,10,24,1,1,,,,,,,,,,t,,2051601,20516014005
SI,6209,1,503,170.05,2014,31,51,10312,E167,123,800,5,4E,SNEDEN AVENUE,R3-2,,,,,,SRD,,,,false,V0,11,0,,"ARDENWOOD ESTATES, INC.",6990,0,,,,,,,,,7,0,,0,0,40,299,0,0,,0,true,5,5,23340,23340,0,0,0,0,,,0,0.75,0,1,5,5062090001,,17005,936244,136383,40.5408854,-74.1727192,33c,,504 416,52602,,5062090001,10/12/2006,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052009
BK,7813,213,318,736,1000,22,45,11234,L159,63,8810,3,6D,KINGS HIGHWAY,R5,,,,,,,,,,false,V0,11,0,,"SLADE, RHEA",48,0,,,,,,,,,7,0,,0,0,2.25,42.58,0,0,,0,true,8,5,253,253,0,0,0,0,,,0,1.5,0,2,3,3078130213,,736,1002485,167090,40.6252812,-73.93431,23b,,315 026,32308,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3073600,30736001000
BX,5633,1,210,516,2002,11,13,10464,E070,45,720,2,1C,WILLIAM AVENUE,R3A,,,,,,CD,,,,false,V0,11,0,,H & J MANAGEMENT REAL,59250,0,,,,,,,,,7,0,,0,0,320,200,0,0,,0,true,3,5,153000,153000,0,0,0,0,,,0,0.75,0,1,2,2056330001,,516,1042279,248522,40.8486198,-73.7902534,4d,true,218 062,21810,,2056330023,03/11/2002,1,25v2.1,10,24,1,1,,,,,,,,,,,,2051601,20516012000
SI,6244,20,503,170.05,2010,31,51,10312,E167,123,800,5,4E,10 SNEDEN AVENUE,R3-2,,,,C1-1,,SRD,,,,false,V1,11,0,,SNEDEN AVE REALTY LLC,1674,0,,,,,,,,,7,1,,0,0,20,93.75,0,0,,0,true,5,5,42750,42750,0,0,0,0,,,0,0.75,0,1,5,5062440020,,17005,935072,136209,40.5404014,-74.1769347,33c,,505 501,52602,,,,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052015
SI,6244,22,503,170.05,2010,31,51,10312,E167,123,800,5,4E,SNEDEN AVENUE,R3-2,,,,C1-1,,SRD,,,,false,V1,11,0,,SNEDEN AVE REALTY LLC,6945,0,,,,,,,,,7,0,,0,0,50,163.99,0,0,,0,true,5,5,173700,173700,0,0,0,0,,,0,0.75,0,1,5,5062440022,,17005,935136,136195,40.5403633,-74.1767043,33c,,505 501,52602,,,,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052015
SI,6244,21,503,170.05,2010,31,51,10312,E167,123,800,5,4E,12 SNEDEN AVENUE,R3-2,,,,C1-1,,SRD,,,,false,V1,11,0,,SNEDEN AVE REALTY LLC,2076,0,,,,,,,,,7,1,,0,0,20,113.82,0,0,,0,true,5,5,53100,53100,0,0,0,0,,,0,0.75,0,1,5,5062440021,,17005,935095,136204,40.5403878,-74.1768519,33c,,505 501,52602,,,,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052015
SI,6244,25,503,170.05,2010,31,51,10312,E167,123,800,5,4E,SNEDEN AVENUE,R3-2,,,,C1-1,,SRD,,,,false,V1,11,0,,BARCLAY AVE REALTY LLC,8140,0,,,,,,,,,7,0,,0,0,50,163,0,0,,0,true,5,5,203400,203400,0,0,0,0,,,0,0.75,0,1,5,5062440025,,17005,935185,136197,40.5403691,-74.176528,33c,,505 501,52602,,5062440025,09/15/2020,1,25v2.1,3,51,,,,,,,,,,,,,,5017005,50170052015
BX,2877,531,205,205.02,1000,9,14,10453,E043,46,2210,2,1B,1793 MONTGOMERY AVENUE,R6,,,,,,,,,,false,V0,11,0,C,NYC DEPARTMENT OF EDUCATION,5012,0,,,,,,,,,7,0,,0,0,118.73,82.12,0,0,,0,true,3,5,19320,19320,19320,0,0,0,,,0,2.43,0,4.8,2,2028770531,,20502,1007163,249539,40.8515721,-73.917177,3a,,215 027,21103,,,,1,25v2.1,5,25,,,,,,,,,,,,,,2020502,20205021000
BX,2880,181,205,205.02,3001,9,16,10453,E043,46,2210,2,1B,1786 SEDGWICK AVENUE,R5,,,,,,,,,,false,V0,11,0,,"LANTIGUA, NELLY",2364,0,,,,,,,,,7,1,,0,0,27.3,86.95,0,0,,0,true,5,5,9960,9960,0,0,0,0,,,0,1.5,0,2,2,2028800181,,20502,1006277,249693,40.8519971,-73.9203791,3a,,215 026,21103,,,,1,25v2.1,5,25,,,,,,,,,,,,,,2020502,20205023001
BX,2872,259,205,213.01,1000,9,14,10452,L049,46,2220,2,1B,1590 JESUP AVENUE,R7-1,,,,,,,,,,false,V0,11,0,,HIGHBRIDGE UNITY CENT,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,11580,11580,0,0,0,0,,,0,3.44,0,4.8,2,2028720259,,21301,1006943,247369,40.8456167,-73.9179796,3b,,215 011,21103,,,,1,25v2.1,5,25,,,,,,,,,,,,,,2021301,20213011000
SI,3830,24,502,112.01,1027,31,50,10305,L081,122,910,5,2E,708 QUINCY AVENUE,R3-1,,,,,,CR-3,,,,false,V0,11,0,,"COLLINS, JOHN",1800,0,,,,,,,,,7,1,,0,0,30,60,0,0,,0,false,5,5,858,858,0,0,0,0,,,0,0.75,0,1,5,5038300024,,11201,961184,149581,40.5772113,-74.0830335,27d,,503 338,51702,,,,1,25v2.1,2,51,1,1,,,,,,,,,,,,5011201,50112011001
BX,2873,109,205,213.01,2000,9,14,10452,L049,46,2220,2,1B,1535 SHAKESPEARE AVENUE,R7-1,,,,,,,,,,false,V0,11,0,,LEWIS STEPHANIE,1750,0,,,,,,,,,7,0,,0,0,25,74.83,0,0,,0,false,5,5,6900,6900,0,0,0,0,,,0,3.44,0,4.8,2,2028730109,,21301,1006519,247331,40.8455135,-73.9195122,3b,,215 010,21103,,,,1,25v2.1,5,25,,,,,,,,,,,,,,2021301,20213012000
SI,3843,6,502,112.01,2016,31,50,10305,L081,122,910,5,2E,IONA STREET,R3-1,,,,,,CR-3,,,,false,V0,11,0,C,CITY OF NEW YORK,3600,0,,,,,,,,,7,0,,0,0,60,60,0,0,,0,false,5,5,10800,10800,10800,0,0,0,,,0,0.75,0,1,5,5038430006,,11201,960714,149330,40.5765211,-74.0847245,27d,,503 338,51702,,,,1,25v2.1,2,51,1,1,,,,,,,,,,,,5011201,50112011002
MN,286,35,103,2.01,1000,1,1,10002,E015,7,8000,1,1B,225 EAST BROADWAY,R7-2,,,,,,,,,,false,V1,11,0,X,YOUNG ISRAEL SYNAGOGUE,8375,0,,,,,,,,,7,1,,0,0,94.33,90,0,0,,0,true,5,5,2158200,2158200,2158200,0,0,0,,,0,3.44,0,6.5,1,1002860035,,201,987928,199448,40.7141146,-73.9867327,12d,,101N058,10107,,,,1,25v2.1,3,14,,,,,,,,,,,,,,1000201,10002011000
SI,5316,102,503,156.03,2014,31,51,10312,L082,122,920,5,3C,355 TENNYSON DRIVE,R3-1,,,,,,SRD,,,,false,V0,11,0,C,"PROJECT REBUILD, INC.",1700,0,,,,,,,,,7,0,,0,0,21,84,0,0,,0,true,5,5,5880,5880,5880,0,0,0,,,0,0.75,0,1,5,5053160102,,15603,943152,134314,40.5352411,-74.1478526,33d,,504 412,52301,,,,1,25v2.1,3,51,1,1,,,,,,,,,,,,5015603,50156032008
BK,2031,37,302,211,2003,13,35,11205,L119,88,1100,3,4D,16 ADELPHI STREET,M1-2,,,,,,,,,,false,V1,11,0,,RALPH GREENE,831,0,,,,,,,,,7,0,,0,0,20,41.58,0,0,,0,true,5,5,70650,70650,0,0,0,0,,,0,0,2,4.8,3,3020310037,,211,991761,193364,40.6974131,-73.972913,12d,,302 047,30705,,,,1,25v2.1,2,36,,,,,,,,,,,,,,3021100,30211002003
QN,8828,61,413,1579.03,4001,26,23,11001,E251,105,2170,4,1E,260 STREET,R2A,,,,,,,,,,false,V0,11,0,,ANDREW HELMES,315,0,,,,,,,,,7,1,,0,0,23,26,0,0,,0,true,5,5,204,204,0,0,0,0,,,0,0.75,0,1,4,4088280061,,157903,1065781,205737,40.7310014,-73.705825,15c,,422 027,43805,,,,1,25v2.1,13,43,,,,,,,,,,,,,,4157903,41579034000
SI,7826,160,503,244.02,1008,31,51,10307,E151,123,800,5,8C,SURF AVENUE,R3X,,,,,,SRD,,,,false,V0,11,0,,UMBIA REALTY INC,27974,0,,,,,,,,,7,0,,0,0,60.85,464.31,0,0,,0,true,5,5,4980,4980,0,0,0,0,,,0,0.75,0,1,5,5078260160,,24402,918666,122034,40.5013876,-74.2358233,35a,,505 530,53101,,,,1,25v2.1,3,51,,1,,,,,,,,,,,,5024402,50244021007
QN,6935,14,408,1223,3010,26,24,11365,L152,107,2021,4,4C,167 STREET,R2,,,,,,,,,,false,V0,11,0,,"MEI, QIONG ZHU",1900,0,,,,,,,,,7,0,,0,0,20,95,0,0,,0,false,5,5,8940,8940,0,0,0,0,,,0,0.75,0,1,4,4069350014,,1223,1038990,206171,40.732399,-73.8024867,14c,,424 075,43105,,,,1,25v2.1,8,43,,,,,,,,,,,,,,4122300,41223003010
QN,12011,21,412,182,2004,27,28,11436,L126,113,3220,4,6C,139 STREET,R3A,,,,,,,,,,false,V0,11,0,,"CUMARIE, HAIMAT",2565,0,,,,,,,,,7,1,,0,0,25.33,95,0,0,,0,false,5,5,7140,7140,0,0,0,0,,,0,0.75,0,1,4,4120110021,,182,1039207,186059,40.6771951,-73.8018678,18c,,415 052,45203,,,,1,25v2.1,12,45,,,,,,,,,,,,,,4018200,40182002004
BK,8925,342,315,628,1020,22,46,11229,E321,61,8900,3,4D,14 DICTUM COURT,R4-1,,,,,,CR-4,,,,false,V0,11,0,,BENDALL ANN-MARIE,1785,0,,,,,,,,,7,1,,0,0,34,52.5,0,0,,0,false,5,5,6720,6720,0,0,0,0,,,0,1,0,2,3,3089250342,,628,1004681,154874,40.591746,-73.926436,29a,,319 038,32605,,,,1,25v2.1,15,37,,1,,,,,,,,,,,,3062800,30628001018
BK,8876,2788,315,628,4035,22,46,11229,E321,61,8900,3,4D,LANDIS COURT,R4-1,,,,,,CR-4,,,,false,V0,11,0,,"RIDDELL, LEIF",1700,0,,,,,,,,,7,0,,0,0,40,42.5,0,0,,0,false,5,5,7680,7680,0,0,0,0,,,0,1,0,2,3,3088762788,,628,1004628,153665,40.5884276,-73.9266305,29a,,319 039,32605,,,,1,25v2.1,15,37,1,1,,,,,,,,,,,,3062800,30628004025
BK,8866,1464,315,628,4032,22,46,11229,E321,61,8900,3,4D,SEBA AVENUE,R4-1,,,,,,CR-4,,,,false,V0,11,0,,FERRARA ANTHONY,1800,0,,,,,,,,,7,0,,0,0,40,45,0,0,,0,false,5,5,8100,8100,0,0,0,0,,,0,1,0,2,3,3088661464,,628,1005328,153223,40.5872128,-73.9241116,29a,,319 040,32605,,,,1,25v2.1,15,37,1,1,,,,,,,,,,,,3062800,30628004029
BK,8914,16,315,628,4002,22,46,11229,E321,61,8900,3,4D,ABBEY COURT,R4-1,,,,,,CR-4,,,,false,V0,11,0,,BENSONHURST BLUES TRUST,1800,0,,,,,,,,,7,0,,0,0,40,45,0,0,,0,false,5,5,6780,6780,0,0,0,0,,,0,1,0,2,3,3089140016,,628,1005584,154354,40.5903165,-73.9231863,29a,,319 039,32605,,,,1,25v2.1,15,37,,1,,,,,,,,,,,,3062800,30628004002
BK,8939,158,315,628,2028,22,46,11229,E321,61,8900,3,4D,GARLAND COURT,C3A,,,,,,CR-4,,,,false,V1,11,0,,FANE COURT LLC,256,0,,,,,,,,,7,0,,0,0,4.75,52.5,0,0,,0,true,6,5,2556,2556,0,0,0,0,,,0,0.75,0.5,1,3,3089390158,,628,1003768,155339,40.5930243,-73.929722,29a,,319 038,32605,,,,1,25v2.1,15,37,1,1,,,,,,,,,,,,3062800,30628002028
BK,4717,17,317,890,5000,18,42,11212,E257,67,5810,3,1B,EAST 96 STREET,R6,,,,,,,,,,false,V0,11,0,,BROOKDALE HOSPITAL CENTER,3000,0,,,,,,,,,7,0,,0,0,30,100,0,0,,0,false,5,5,12960,12960,0,0,0,0,,,0,2.43,0,4.8,3,3047170017,,890,1008103,177836,40.6547633,-73.9140336,17b,,317 004,31503,,,,1,25v2.1,17,33,,,,,,,,,,,,,,3089000,30890005000
SI,3500,34,502,70,1024,31,50,10305,L081,122,910,5,1C,FR CAPODANNO BLVD,R3X,,,,,,,,,,false,V0,11,0,,465 FATHER CAPODANNO BOULEVARD LLC.,19838,0,,,,,,,,,7,0,,0,0,91,218,0,0,,0,false,5,5,78540,78540,0,0,0,0,,,0,0.75,0,1,5,5035000034,,70,964593,153042,40.5867192,-74.0707718,27c,,503 334,51503,,,,1,25v2.1,2,51,1,1,,,,,,,,,,,,5007002,50070023000
BK,3664,14,305,1146,2004,19,37,11207,L175,75,3820,3,1D,BRADFORD STREET,R4,,,,,,,,,,false,V0,11,0,,JOSE A MARTINEZ,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,10560,10560,0,0,0,0,,,0,1,0,2,3,3036640014,,1146,1013781,186695,40.6790621,-73.8935313,17c,,316 005,31205,,,,1,25v2.1,5,34,,,,,,,,,,,,,,3114600,31146002004
BX,2371,42,203,185,1000,9,16,10456,L019,42,3500,2,1B,3421 3 AVENUE,M1-1/R7-2,,,,,,MX-7,,,,false,V1,11,0,,"SHAFI, IQBAL A",4256,0,,,,,,,,,7,0,,0,0,25,168.85,0,0,,0,true,5,5,152100,152100,0,0,0,0,,,0,3.44,1,6.5,2,2023710042,,185,1009930,241327,40.829025,-73.9072067,3d,,210S049,20904,E-118,,,1,25v2.1,3,22,,,,,,,,,,,,,,2018501,20185011000
BX,2370,40,203,185,1006,9,16,10456,E050,42,3500,2,1B,3349 3 AVENUE,M1-1/R7-2,,,,,,MX-7,,,,false,V1,11,0,,A. MELAINE BROWN,1626,0,,,,,,,,,7,0,,0,0,25.32,63.64,0,0,,0,true,5,5,44100,44100,0,0,0,0,,,0,3.44,1,6.5,2,2023700040,,185,1009757,240556,40.8269093,-73.9078348,3d,,210S049,20904,,,,1,25v2.1,3,22,,,,,,,,,,,,,,2018501,20185011006
BK,8856,1869,315,628,3023,22,46,11229,E321,61,8900,3,4D,OPAL COURT,R4-1,,,,,,CR-4,,,,false,V0,11,0,,GERARD HOLLAND,1800,0,,,,,,,,,7,0,,0,0,40,45,0,0,,0,false,5,5,8100,8100,0,0,0,0,,,0,1,0,2,3,3088561869,,628,1005094,152756,40.5859315,-73.9249555,29a,,319 040,32605,,,,1,25v2.1,15,37,1,1,,,,,,,,,,,,3062800,30628003013
SI,6705,78,503,198,3020,31,51,10309,E164,123,800,5,7E,INEZ STREET,R3X,,,,,,SRD,,,,false,V0,11,0,,2205 RICHMOND REALTY LLC,3990,0,,,,,,,,,7,0,,0,0,42,95,0,0,,0,false,5,5,12180,12180,0,0,0,0,,,0,0.75,0,1,5,5067050078,,198,928532,128310,40.5186815,-74.2003994,33b,,505 516,52801,,5067050078,04/23/2025,1,25v2.1,3,51,,,,,,,,,,,,,,5019800,50198003005
SI,5474,14,503,146.07,2006,31,51,10308,L082,122,920,5,2D,45 EAST READING AVENUE,R3-1,,,,,,SRD,,,,false,V0,11,0,,"EAST READING HOLDINGS, LLC",5192,0,,,,,,,,,7,0,,0,0,26,200,0,0,,0,false,5,5,17580,17580,0,0,0,0,,,0,0.75,0,1,5,5054740014,,14607,939606,142235,40.5569656,-74.1606618,33c,,5,5,,5054740012,08/27/2024,1,25v2.1,3,51,,1,,,,,,,,,,,,5014607,50146072011
SI,2974,1,501,36,2000,31,49,10305,E153,120,700,5,1C,253 VIRGINIA AVENUE,R3A,R3-2,,,,,,,,,true,V0,11,0,,"PAPPALARDO, PAT",3954,0,,,,,,,,,7,0,,0,0,50,71,0,0,,0,true,5,5,13620,13620,0,0,0,0,,,0,0.75,0,1,5,5029740001,,36,963435,162190,40.611826,-74.0749692,21d,,503 310,51203,,,,1,25v2.1,1,51,,,,,,,,,,,,,,5003600,50036002000
BK,8538,29,318,660,2001,22,46,11234,E309,63,8821,3,7C,EAST 38 STREET,R4,,,,,,,,,,false,V0,11,0,,"NIGRO, LORRAINE",2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,7020,7020,0,0,0,0,,,0,1,0,2,3,3085380029,,660,1004457,161027,40.6086352,-73.9272242,23b,,319 021,32504,,,,1,25v2.1,18,35,,,,,,,,,,,,,,3066000,30660002001
SI,249,100,501,59,1006,31,49,10301,E156,120,400,5,2D,306R FOREST AVENUE,R3X,,,,,,HS,,,,false,V0,11,0,,3770 HYLAN APTS LLC,1001,0,,,,,,,,,7,1,,0,0,19,52,0,0,,0,false,5,5,4080,4080,0,0,0,0,,,0,0.75,0,1,5,5002490100,,59,956803,169182,40.6309995,-74.098884,21a,,501 083,50201,,,,1,25v2.1,1,51,,,,,,,,,,,,,,5005901,50059012006
BX,3448,23,209,4,3000,8,18,10473,E096,43,3030,2,4C,144 HUSSON AVENUE,R3A,,,,,,,,,,false,V0,11,0,,WANDA LUCENA,2810,0,,,,,,,,,7,0,,0,0,25,112.42,0,0,,0,false,2,5,5400,5400,0,0,0,0,,,0,0.75,0,1,2,2034480023,,4,1025592,234098,40.809124,-73.8506575,7a,,217 064,21401,,,,1,25v2.1,9,26,1,1,,,,,,,,,,,,2000400,20004003000
BX,5632,112,210,516,2004,11,13,10464,E070,45,720,2,1C,TIER STREET,R3A,,,,,,CD,,,,false,V0,11,0,,"NICOLETTI, RONALD",2568,0,,,,,,,,,7,1,,0,0,50,102,0,0,,0,false,5,5,6240,6240,0,0,0,0,,,0,0.75,0,1,2,2056320112,,516,1042775,248312,40.8480401,-73.7884625,4d,,218 062,21810,,2056320112,01/25/2024,1,25v2.1,10,24,1,1,,,,,,,,,,,,2051601,20516012003
BX,5250,27,210,462.01,1011,11,12,10475,E066,45,710,2,1D,MERRITT AVENUE,M1-1,,,,,,,,,,false,V1,11,0,,"MERRITT AVENUE, LLC",25000,0,,,,,,,,,7,2,,0,0,125,200,0,0,,0,false,4,5,489600,489600,0,0,0,0,,,0,0,1,2.4,2,2052500027,,46201,1032439,260399,40.8812777,-73.8257347,2b,,222 072,21710,,,,1,25v2.1,10,24,,,,,,,,,,,,,,2046203,20462033006
BX,3685,9,209,98,1003,8,18,10473,L047,43,3100,2,4D,846 OLMSTEAD AVENUE,R3-2,,,,,,,,,,false,V0,11,0,,2100 HERMANY LLC,2231,0,,,,,,,,,7,0,,0,0,25,89.33,0,0,,0,true,3,5,3540,3540,0,0,0,0,,,0,0.75,0,1,2,2036850009,,98,1025182,239608,40.8242493,-73.852105,7a,,219 057,21408,,,,1,25v2.1,9,26,,,,,,,,,,,,,,2009800,20098001003
BK,2751,44,301,501,3017,14,34,11211,E216,94,700,3,3A,21 CONSELYEA STREET,R6B,,,,,,,,,,false,V0,11,0,,COBBLESTONE ESTATES LLC,2200,4400,,,,,,,,,2,0,,0,0,22,100,0,0,,0,false,5,5,21540,21540,0,2021,0,0,,,2,2,0,2,3,3027510044,,501,997906,199721,40.7148542,-73.9507393,13b,,304 024,30906,,,,1,25v2.1,1,30,,,,,,,,,,,,,,3050100,30501003017
BX,5285,2,212,462.01,1005,11,12,10475,L061,47,710,2,5E,2370 HOLLERS AVENUE,M1-1,,,,,,,,,,false,V1,11,0,X,GABRIELLI HOLLERS AVE REALTY LLC,34255,0,,,,,,,,,7,0,,0,0,148.49,226.66,0,0,,0,true,3,5,663750,663750,663750,0,0,0,,,0,0,1,2.4,2,2052850002,,46201,1033144,261888,40.8853606,-73.8231744,2b,true,222 070,21710,,2052850001,03/13/2017,1,25v2.1,12,24,,,,,,,,,,,,,,2046203,20462033013
BX,5251,24,210,462.01,1011,11,12,10475,E066,45,710,2,1D,PROVOST AVENUE,M1-1,,,,,,,,,,false,V1,11,0,,"ESPLANADE PROPERTIES, LLC",51750,0,,,,,,,,,7,0,,0,0,225,200,0,0,,0,true,3,5,963450,963450,0,0,0,0,,,0,0,1,2.4,2,2052510024,,46201,1032688,260563,40.8817264,-73.8248331,2b,,222 072,21710,,,,1,25v2.1,10,24,,,,,,,,,,,,,,2046203,20462033006
BX,5141,452,210,462.01,1009,11,12,10475,E066,45,710,2,,3209 CONNER STREET,M1-1,,,,,,,,,,false,V1,11,0,P,"MIU REALTY, LLC",1092,0,,,,,,,,,7,0,,0,0,43,94,0,0,,0,true,5,5,38700,38700,38700,0,0,0,,,0,0,1,2.4,2,2051410452,,46201,1033374,260292,40.8809788,-73.8223543,2d,,222 073,21710,,,,1,25v2.1,10,24,,1,,,,,,,,,,,,2046203,20462033001
BX,2694,53,202,151,4004,12,17,10459,L031,41,2700,2,1B,890 EAST 169 STREET,R7-1,,,,C2-4,,,,,,false,V1,11,0,,890 E 169 LLC,1670,0,,,,,,,,,7,1,,0,0,25,38.58,0,0,,0,true,5,5,53550,53550,0,0,0,0,,,0,3.44,0,4.8,2,2026940053,,151,1013011,241081,40.8283403,-73.8960747,3d,,216 023,21005,,,,1,25v2.1,2,22,,,,,,,,,,,,,,2015100,20151004005
QN,5198,1,407,861,2003,25,20,11355,E274,109,1320,4,1D,43-45 BURLING STREET,R4,,,,,,,,,,false,V0,11,0,,BURLING PLAZA LLC,5115,0,,,,,,,,,7,0,,0,0,50,101.58,0,0,,0,false,5,5,55080,55080,0,0,0,0,,,0,1,0,2,4,4051980001,,861,1034800,214573,40.7554853,-73.8175419,10d,,411 037,42506,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086100,40861002003
SI,837,466,502,177,5002,31,50,10301,E160,122,600,5,3D,LONGFELLOW AVENUE,R1-1,,,,,,NA-1,,,,false,V0,11,0,,1720 BAY RIDGE AVE LLC,400,0,,,,,,,,,7,0,,0,0,4,100,0,0,,0,false,8,5,323,323,0,0,0,0,,,0,0.75,0,1,5,5008370466,,177,956963,160404,40.6069062,-74.0982721,21b,,503 369,50403,,,,1,25v2.1,2,51,,,,,,,,,,,,,,5017701,50177011012
SI,883,84,502,181,3005,31,50,10304,L085,122,600,5,3D,FLAGG PLACE,R1-2,,,,C1-1,,,,,,false,V0,11,0,,"FLAGG PLACE HOLDING, LLC",2750,0,,,,,,,,,7,0,,0,0,38,72,0,0,,0,true,5,5,10320,10320,0,0,0,0,,,0,0.75,0,1,5,5008830084,,181,956092,154442,40.590539,-74.101384,27a,,503 327,50404,,,,1,25v2.1,2,51,,,,,,,,,,,,,,5018100,50181003002
QN,5019,107,407,853,1001,25,20,11355,E273,109,1200,4,1C,136-25 41 AVENUE,C4-3,,,,,,,,,,false,V1,11,0,,136-25 41 REALTY LLC,4450,0,,,,,,,,,7,0,,0,0,50,89,0,0,,0,true,5,5,522450,522450,0,2021,0,0,,,0,2.43,3.4,4.8,4,4050190107,,853,1031724,215837,40.7589717,-73.8286356,10b,,411 004,42503,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4085300,40853001001
SI,1435,45,501,251,1000,31,50,10302,E157,121,100,5,4E,RIEGELMAN STREET,R3X,,,,,,,,,,false,V0,11,0,,AUGUST DELORENZO,4080,0,,,,,,,,,7,0,,0,0,80,51,0,0,,0,false,5,5,15000,15000,0,0,0,0,,,0,0.75,0,1,5,5014350045,,251,945158,166544,40.623715,-74.1408223,20d,,502 254,50701,,,,1,25v2.1,1,51,,,,,,,,,,,,,,5025100,50251001000
BK,8923,6883,315,628,4006,22,46,11229,E321,61,8900,3,4D,BARTLETT PLACE,R4-1,,,,,,CR-4,,,,false,V0,11,0,,"BAHLOOL, SABRI",875,0,,,,,,,,,7,0,,0,0,12.5,70,0,0,,0,false,5,5,3300,3300,0,0,0,0,,,0,1,0,2,3,3089236883,,628,1004953,154235,40.5899914,-73.9254586,29a,,319 039,32605,,,,1,25v2.1,15,37,1,1,,,,,,,,,,,,3062800,30628004006
SI,4357,26,503,138,3009,31,50,10306,L085,122,920,5,1E,TYSENS LANE,R3-1,,,,,,,,,,false,V0,11,0,,ROBERT MELLOY,515,0,,,,,,,,,7,0,,0,0,13,36,0,0,,0,true,6,5,1806,1806,0,0,0,0,,,0,0.75,0,1,5,5043570026,,138,949404,146636,40.5690893,-74.1254242,27b,,504 448,51902,,,,1,25v2.1,3,51,,,,,,,,,,,,,,5013800,50138003006
